,Unnamed: 0,node1,node2,label,nb_common_labels,nb_common_genres,squared_popularity_diff,cn,pa,tn,minTriangles,maxTriangles,minCoefficient,maxCoefficient,sp,sl
0,17,7034,8600,0,0.0,0.0,38,0.0,120.0,24.0,2,5,0.032679738562091505,0.13333333333333333,0.0,0.0
0,18,7034,8006,0,1,0.0,8,0.0,1720.0,48.0,5,70,0.032679738562091505,0.16091954022988506,0.0,0.0
0,19,7034,1210,0,1,0.0,16,0.0,280.0,32.0,3,5,0.032679738562091505,0.03296703296703297,0.0,0.0
0,20,7034,4497,0,1,1,57,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,21,7034,7434,0,4,2,0,2.0,1820.0,77.0,5,45,0.02459016393442623,0.032679738562091505,0.0,0.0
0,22,7034,4495,0,1,0.0,53,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,23,7034,8648,0,3,1,14,0.0,220.0,25.0,3,5,0.032679738562091505,0.14285714285714285,0.0,0.0
0,24,7034,7701,0,1,0.0,36,0.0,100.0,20.0,1,5,0.032679738562091505,1.0,0.0,0.0
0,25,7034,4508,0,0.0,0.0,57,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,26,7034,8665,0,0.0,0.0,49,0.0,60.0,21.0,1,5,0.032679738562091505,0.3333333333333333,0.0,0.0
0,27,7034,4511,0,0.0,0.0,61,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,28,7034,8595,0,0.0,0.0,63,0.0,80.0,22.0,2,5,0.032679738562091505,0.3333333333333333,0.0,0.0
0,29,7034,7180,0,0.0,1,45,1.0,1900.0,68.0,5,51,0.032679738562091505,0.04,0.0,0.0
0,30,7034,1842,0,0.0,0.0,49,0.0,180.0,27.0,5,16,0.032679738562091505,0.4444444444444444,0.0,0.0
0,31,7034,4514,0,0.0,0.0,75,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,32,7034,4515,0,0.0,0.0,76,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,33,7034,4516,0,0.0,0.0,41,0.0,40.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,34,7034,7410,0,3,5,0,2.0,620.0,37.0,5,25,0.032679738562091505,0.11904761904761904,0.0,0.0
0,35,7034,7406,0,4,5,6,1.0,2680.0,88.0,5,103,0.032679738562091505,0.04144869215291751,0.0,0.0
0,36,7034,7262,0,1,2,0,2.0,220.0,25.0,4,5,0.032679738562091505,0.1111111111111111,0.0,0.0
0,37,7034,7205,0,1,1,24,2.0,1460.0,76.0,5,49,0.02768361581920904,0.032679738562091505,0.0,0.0
0,38,7034,7188,0,1,1,15,1.0,1240.0,57.0,5,52,0.032679738562091505,0.06666666666666667,0.0,0.0
0,39,7034,7203,0,2,1,32,1.0,660.0,44.0,5,31,0.032679738562091505,0.08831908831908832,0.0,0.0
0,40,7034,7157,0,5,5,11,3.0,1020.0,50.0,5,59,0.032679738562091505,0.09915966386554621,0.0,0.0
0,41,7034,7112,0,2,0.0,13,2.0,480.0,34.0,5,12,0.032679738562091505,0.0784313725490196,0.0,0.0
0,42,7034,7085,0,2,5,7,3.0,2160.0,86.0,5,125,0.032679738562091505,0.05030181086519115,0.0,0.0
0,43,7034,8581,0,0.0,2,31,0.0,11780.0,255.0,5,327,0.011692769791890153,0.032679738562091505,0.0,0.0
0,44,7034,7508,0,3,0.0,27,0.0,700.0,34.0,5,18,0.032679738562091505,0.15,0.0,0.0
0,45,7034,7816,0,2,2,2,2.0,660.0,43.0,5,21,0.032679738562091505,0.05982905982905983,0.0,0.0
0,46,7034,7721,0,1,0.0,20,1.0,1980.0,49.0,5,67,0.032679738562091505,0.1350806451612903,0.0,0.0
0,47,7034,1517,0,1,5,21,1.0,120.0,21.0,4,5,0.032679738562091505,0.6666666666666666,0.0,0.0
0,48,7034,1634,0,0.0,0.0,31,0.0,40.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,49,7034,8552,0,1,0.0,50,0.0,80.0,21.0,1,5,0.032679738562091505,0.3333333333333333,0.0,0.0
0,50,7034,7868,0,1,5,21,2.0,160.0,23.0,3,5,0.032679738562091505,0.14285714285714285,0.0,0.0
0,51,7034,1639,0,0.0,5,29,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,52,7034,1642,0,0.0,0.0,67,1.0,40.0,19.0,0,5,0.0,0.032679738562091505,1.0,1.0
0,53,7034,7908,0,0.0,0.0,6,0.0,720.0,38.0,5,40,0.032679738562091505,0.21052631578947367,0.0,0.0
0,54,7034,1649,0,0.0,0.0,36,0.0,240.0,27.0,5,12,0.032679738562091505,0.3333333333333333,0.0,0.0
0,55,7034,7942,0,0.0,0.0,7,0.0,1000.0,44.0,5,60,0.032679738562091505,0.18461538461538463,0.0,0.0
0,56,7034,7517,0,0.0,0.0,7,0.0,4940.0,136.0,5,243,0.032679738562091505,0.035202086049543675,0.0,0.0
0,57,7034,8328,0,0.0,0.0,39,0.0,520.0,33.0,5,37,0.032679738562091505,0.3523809523809524,0.0,0.0
0,58,7034,1651,0,0.0,1,42,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
